Row_ID,Player_Name,Team,Season,Venue,Pitch_Type,Match_Result,Batting_Position,Batting_Style,Runs_Scored,Balls_Faced,Strike_Rate,Fours_Hit,Sixes_Hit,Dot_Balls,Boundary_Runs,Boundary_Pct,PP_Runs,Middle_Runs,Death_Runs,PP_Strike_Rate,Middle_SR,Death_SR,Consistency_Index,Impact_Score,Performance_Tier,Aggression_Index
435,Rilee Rossouw,SRH,2022,"Brabourne Stadium, Mumbai",Seaming,Won,Finisher/Tail,Finisher,15,8,187.5,2,1,2,14,93.33,6,5,4,151.26,170.32,196.63,0.467,0.713,Average,0.9375
436,Heinrich Klaasen,KKR,2018,"Eden Gardens, Kolkata",Flat/Batting,Lost,Top Order (3),Finisher,9,6,150.0,2,2,0,20,222.22,4,3,2,135.34,174.37,186.69,0.786,0.626,Below Average,1.5
437,Ambati Rayudu,MI,2022,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Middle Order (4-5),Finisher,19,10,190.0,3,3,2,30,157.89,4,5,10,135.69,149.82,188.04,0.674,0.856,Average,1.71
438,Rohit Sharma,CSK,2021,"Brabourne Stadium, Mumbai",High-Scoring,Won,Middle Order (4-5),Finisher,11,7,157.14,0,3,1,18,163.64,2,3,6,140.34,150.36,201.17,0.1,0.665,Below Average,1.3469
439,Tilak Varma,MI,2019,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Lower Middle (6-7),Anchor,27,22,122.73,2,1,6,14,51.85,11,11,5,119.58,109.99,123.34,0.747,0.566,Average,0.2231
440,Manish Pandey,SRH,2018,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Finisher/Tail,Power Hitter,30,21,142.86,2,3,6,26,86.67,10,11,9,162.65,153.7,157.45,0.1,0.739,Good,0.5442
441,Virat Kohli,SRH,2024,"M. Chinnaswamy, Bangalore",High-Scoring,Lost,Finisher/Tail,All-Round,41,29,141.38,2,3,10,26,63.41,14,13,14,148.44,113.75,154.11,0.505,0.778,Good,0.39
442,KL Rahul,DC,2021,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Opener,All-Round,38,27,140.74,3,2,12,24,63.16,9,14,15,127.89,125.97,188.34,0.499,0.734,Good,0.3649
443,KL Rahul,KKR,2022,"Wankhede Stadium, Mumbai",Slow/Low,Won,Lower Middle (6-7),Aggressive,24,16,150.0,4,2,3,28,116.67,8,7,9,168.98,169.78,151.37,0.636,0.726,Average,0.75
444,Hardik Pandya,CSK,2019,"Wankhede Stadium, Mumbai",Slow/Low,Lost,Top Order (3),Power Hitter,10,5,200.0,1,4,1,28,280.0,3,4,3,151.33,149.66,227.22,0.424,0.86,Below Average,3.6
445,Rilee Rossouw,CSK,2018,"Eden Gardens, Kolkata",High-Scoring,Lost,Lower Middle (6-7),Finisher,9,5,180.0,1,1,0,10,111.11,1,4,4,132.26,153.76,183.11,0.721,0.646,Below Average,1.08
446,Marcus Stoinis,DC,2024,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Middle Order (4-5),Power Hitter,32,19,168.42,2,3,6,26,81.25,6,13,13,139.91,149.66,211.13,0.654,0.823,Good,0.7091
447,Ishan Kishan,LSG,2020,"MA Chidambaram, Chennai",Spin-Friendly,Lost,Finisher/Tail,Finisher,28,18,155.56,3,1,6,18,64.29,13,8,7,138.92,145.87,190.1,0.624,0.689,Average,0.4321
448,Shubman Gill,RCB,2023,"Wankhede Stadium, Mumbai",Flat/Batting,Lost,Lower Middle (6-7),Aggressive,41,25,164.0,3,5,9,42,102.44,16,12,13,154.84,161.68,204.14,0.643,0.966,Good,0.8528
449,Wriddhiman Saha,GT,2020,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Won,Middle Order (4-5),Finisher,22,14,157.14,1,0,4,4,18.18,7,9,6,132.17,137.17,177.25,0.362,0.579,Average,0.1122
450,Priyam Garg,CSK,2023,"Sawai Mansingh, Jaipur",Slow/Low,Won,Middle Order (4-5),All-Round,36,25,144.0,4,1,8,22,61.11,13,12,11,131.98,145.44,158.73,0.625,0.706,Good,0.3456
451,Sanju Samson,SRH,2021,"Wankhede Stadium, Mumbai",Flat/Batting,Lost,Lower Middle (6-7),Finisher,41,27,151.85,2,1,6,14,34.15,13,19,9,140.97,151.46,170.11,0.454,0.71,Good,0.225
452,Manish Pandey,RCB,2021,"Eden Gardens, Kolkata",Seaming,Won,Opener,Power Hitter,29,20,145.0,4,2,6,28,96.55,11,10,8,164.88,177.76,177.91,0.595,0.731,Average,0.58
453,Prithvi Shaw,RCB,2018,"Arun Jaitley, Delhi",Spin-Friendly,Lost,Lower Middle (6-7),All-Round,13,9,144.44,4,2,2,28,215.38,5,6,2,109.58,147.68,159.09,0.132,0.665,Below Average,1.2839
454,Ruturaj Gaikwad,GT,2022,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Opener,All-Round,40,29,137.93,4,0,3,16,40.0,18,18,4,98.84,123.32,213.8,0.495,0.654,Good,0.1902
455,Jos Buttler,GT,2021,"Wankhede Stadium, Mumbai",Flat/Batting,Won,Middle Order (4-5),All-Round,40,31,451.61,0,1,9,6,15.0,19,14,7,118.2,135.75,133.42,0.638,0.597,Good,0.2914
456,Hardik Pandya,RCB,2020,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Finisher/Tail,All-Round,2,1,200.0,3,2,0,24,1200.0,0,0,2,120.26,114.06,143.92,0.667,0.768,Below Average,14.0
457,Liam Livingstone,PBKS,2022,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Opener,Finisher,39,26,150.0,2,0,9,8,20.51,8,18,13,127.44,159.61,173.29,0.788,0.646,Good,0.1154
458,Rohit Sharma,LSG,2024,"MA Chidambaram, Chennai",Flat/Batting,Won,Opener,Finisher,11,6,183.33,1,2,1,16,145.45,3,3,5,138.56,158.62,179.94,0.694,0.714,Below Average,1.5278
459,MS Dhoni,LSG,2021,"M. Chinnaswamy, Bangalore",Spin-Friendly,Lost,Top Order (3),Anchor,39,37,105.41,3,0,15,12,30.77,13,14,12,117.3,112.97,122.82,0.793,0.532,Good,0.0855
460,Suryakumar Yadav,RCB,2023,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Opener,Aggressive,23,16,143.75,3,3,4,30,130.43,8,10,5,111.33,152.06,172.76,0.636,0.733,Average,0.8086
461,Priyam Garg,GT,2019,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Finisher/Tail,All-Round,0,1,0.0,3,1,0,18,1800.0,0,0,0,159.35,151.06,177.68,0.574,0.11,Below Average,0.0
462,Manish Pandey,RR,2020,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Finisher/Tail,Anchor,26,23,113.04,1,0,6,4,15.38,7,10,9,110.86,119.46,140.94,0.456,0.463,Average,0.0491
463,David Warner,RCB,2021,"Punjab Cricket Assoc, Mohali",Flat/Batting,Won,Middle Order (4-5),Power Hitter,68,33,206.06,1,3,6,22,32.35,25,23,20,139.58,161.78,217.16,0.729,1.06,Elite,0.4371
464,Yashasvi Jaiswal,GT,2018,"Arun Jaitley, Delhi",High-Scoring,Won,Finisher/Tail,Finisher,38,27,140.74,2,2,7,20,52.63,9,11,18,127.92,179.14,182.8,0.664,0.714,Good,0.3128
465,Marcus Stoinis,DC,2023,"Brabourne Stadium, Mumbai",Seaming,Lost,Opener,Anchor,18,17,105.88,1,0,5,4,22.22,5,6,7,107.85,130.06,150.08,0.479,0.41,Average,0.0623
466,Heinrich Klaasen,MI,2018,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Lower Middle (6-7),Finisher,9,6,150.0,1,2,2,16,177.78,2,3,4,143.52,142.65,167.88,0.789,0.606,Below Average,1.25
467,Rohit Sharma,CSK,2022,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Top Order (3),Power Hitter,36,20,180.0,1,3,6,22,61.11,14,15,7,149.17,196.96,203.9,0.656,0.854,Good,0.63
468,KL Rahul,SRH,2022,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Top Order (3),Aggressive,60,35,171.43,2,1,10,14,23.33,20,20,20,160.45,127.13,214.69,0.752,0.844,Elite,0.1959
469,Andre Russell,MI,2018,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Opener,Finisher,16,9,177.78,2,3,3,26,162.5,4,7,5,118.5,156.24,163.69,0.865,0.787,Average,1.5803
470,Nicholas Pooran,RR,2022,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Lost,Top Order (3),Finisher,34,24,141.67,0,1,8,6,17.65,15,14,5,151.35,169.54,184.79,0.3,0.611,Good,0.1181
471,KL Rahul,CSK,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Middle Order (4-5),Power Hitter,22,11,200.0,2,3,2,26,118.18,10,8,4,139.35,162.16,193.09,0.381,0.878,Average,1.4545
472,Quinton de Kock,GT,2020,"M. Chinnaswamy, Bangalore",Seaming,Won,Finisher/Tail,Anchor,41,35,117.14,3,1,13,18,43.9,12,15,14,85.92,149.66,165.57,0.571,0.625,Good,0.1673
473,Wriddhiman Saha,SRH,2020,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Middle Order (4-5),Anchor,32,36,88.89,1,1,14,10,31.25,13,13,6,105.79,116.68,139.39,0.585,0.465,Good,0.0741
474,Rilee Rossouw,CSK,2024,"Brabourne Stadium, Mumbai",Spin-Friendly,Lost,Opener,Aggressive,78,72,108.33,4,2,23,28,35.9,26,24,28,154.67,206.69,200.16,0.397,0.817,Elite,0.1204
475,Sanju Samson,DC,2023,"Eden Gardens, Kolkata",Slow/Low,Lost,Lower Middle (6-7),Finisher,16,11,145.45,0,1,3,6,37.5,6,7,3,120.39,143.99,175.42,0.838,0.55,Average,0.2645
476,Ruturaj Gaikwad,DC,2021,"Arun Jaitley, Delhi",Flat/Batting,Lost,Lower Middle (6-7),Aggressive,48,29,165.52,3,2,6,24,50.0,22,23,3,112.43,190.63,187.11,0.622,0.849,Good,0.3995
477,Heinrich Klaasen,PBKS,2018,"M. Chinnaswamy, Bangalore",High-Scoring,Lost,Lower Middle (6-7),Anchor,27,24,112.5,2,0,12,8,29.63,8,8,11,89.48,139.32,138.29,0.327,0.485,Average,0.0938
478,Ruturaj Gaikwad,CSK,2024,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Middle Order (4-5),Power Hitter,42,22,190.91,3,4,9,36,85.71,8,14,20,187.58,161.7,230.28,0.619,1.001,Good,0.9546
479,Chris Gayle,PBKS,2022,"Sawai Mansingh, Jaipur",Slow/Low,Lost,Opener,Power Hitter,31,23,134.78,2,2,7,20,64.52,15,11,5,170.87,140.88,197.36,0.752,0.668,Good,0.3516
480,Nicholas Pooran,RR,2022,"Arun Jaitley, Delhi",Seaming,Lost,Finisher/Tail,Aggressive,31,17,182.35,4,2,4,28,90.32,6,14,11,125.75,143.18,198.19,0.554,0.851,Good,0.8581
481,Chris Gayle,CSK,2023,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Won,Middle Order (4-5),All-Round,28,21,133.33,2,2,6,20,71.43,8,13,7,104.08,138.47,190.85,0.546,0.652,Average,0.3809
482,Andre Russell,RR,2023,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Won,Lower Middle (6-7),Aggressive,40,30,133.33,3,3,4,30,75.0,16,19,5,144.62,175.56,190.69,0.816,0.77,Good,0.4
483,Yashasvi Jaiswal,DC,2024,"Sawai Mansingh, Jaipur",Flat/Batting,Won,Finisher/Tail,All-Round,16,11,145.45,3,0,4,12,75.0,7,6,3,159.07,139.27,144.43,0.222,0.56,Average,0.3967
484,Rinku Singh,RR,2023,"Brabourne Stadium, Mumbai",Spin-Friendly,Won,Top Order (3),Power Hitter,15,10,150.0,5,3,2,38,253.33,4,6,5,143.3,173.02,218.38,0.64,0.76,Average,1.65
485,KL Rahul,KKR,2019,"Wankhede Stadium, Mumbai",Seaming,Won,Opener,Anchor,30,24,125.0,2,0,7,8,26.67,10,9,11,108.69,112.79,188.79,0.543,0.535,Good,0.1042
486,Tristan Stubbs,GT,2018,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Lost,Top Order (3),Power Hitter,5,2,250.0,3,5,0,42,840.0,1,1,3,134.09,165.46,192.65,0.537,1.08,Below Average,16.25
487,Manish Pandey,LSG,2024,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Middle Order (4-5),Anchor,36,32,112.5,2,0,12,8,22.22,16,15,5,109.47,125.89,147.07,0.265,0.521,Good,0.0703
488,Prithvi Shaw,RCB,2022,"Wankhede Stadium, Mumbai",Spin-Friendly,Won,Top Order (3),All-Round,30,20,150.0,3,1,5,18,60.0,13,10,7,139.71,131.89,176.86,0.572,0.68,Good,0.375
489,David Warner,MI,2018,"Brabourne Stadium, Mumbai",Seaming,Lost,Top Order (3),Aggressive,32,20,160.0,4,2,9,28,87.5,8,14,10,131.22,146.96,183.78,0.575,0.788,Good,0.64
490,Glenn Maxwell,LSG,2019,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Lower Middle (6-7),All-Round,70,51,137.25,1,2,9,16,22.86,26,21,23,136.12,152.6,148.63,0.523,0.812,Elite,0.1346
491,Liam Livingstone,SRH,2022,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Won,Opener,All-Round,19,16,118.75,3,0,4,12,63.16,7,7,5,109.27,118.48,121.64,0.528,0.492,Average,0.2227
492,Tim David,KKR,2020,"Wankhede Stadium, Mumbai",Spin-Friendly,Won,Top Order (3),All-Round,30,21,142.86,2,1,7,14,46.67,9,12,9,118.67,141.21,140.34,0.862,0.639,Good,0.2721
493,KL Rahul,MI,2019,"Rajiv Gandhi Intl, Hyderabad",Seaming,Lost,Middle Order (4-5),Finisher,14,9,155.56,2,1,1,14,100.0,4,6,4,133.07,142.3,196.76,0.49,0.613,Below Average,0.6914
494,Yashasvi Jaiswal,RCB,2021,"Punjab Cricket Assoc, Mohali",Flat/Batting,Won,Opener,Anchor,21,17,123.53,3,2,7,24,114.29,6,9,6,92.61,120.93,140.14,0.356,0.615,Average,0.5087
495,AB de Villiers,KKR,2019,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Middle Order (4-5),Aggressive,31,18,172.22,4,3,5,34,109.68,8,11,12,136.39,186.77,184.27,0.51,0.871,Good,0.9568
496,MS Dhoni,RCB,2021,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Finisher/Tail,Anchor,16,9,177.78,1,0,3,4,25.0,7,7,2,135.11,127.59,116.88,0.504,0.617,Average,0.1975
497,Suryakumar Yadav,MI,2020,"M. Chinnaswamy, Bangalore",Flat/Batting,Lost,Opener,Power Hitter,29,13,223.08,0,4,3,24,82.76,6,11,12,167.37,183.26,210.89,0.725,0.985,Average,1.3728
498,Heinrich Klaasen,RCB,2024,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Lost,Finisher/Tail,Power Hitter,24,15,160.0,0,4,4,24,100.0,5,11,8,140.31,163.92,188.46,0.283,0.776,Average,0.8533
499,Glenn Maxwell,MI,2019,"Arun Jaitley, Delhi",Slow/Low,Won,Top Order (3),All-Round,18,15,420.0,2,1,3,14,77.78,5,8,5,154.54,142.09,167.05,0.764,0.522,Average,1.12
500,KL Rahul,MI,2018,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Finisher/Tail,All-Round,18,11,163.64,2,0,4,8,44.44,6,7,5,106.2,148.48,150.5,0.691,0.603,Average,0.2975
501,Prithvi Shaw,MI,2019,"Arun Jaitley, Delhi",Seaming,Won,Top Order (3),All-Round,9,7,128.57,2,1,1,14,155.56,3,4,2,134.09,162.28,167.02,0.331,0.512,Below Average,0.7347
502,Manish Pandey,GT,2021,"M. Chinnaswamy, Bangalore",Slow/Low,Won,Lower Middle (6-7),Aggressive,59,40,147.5,4,4,12,40,67.8,18,21,20,163.84,157.46,185.59,0.687,0.958,Elite,0.4425
503,Ruturaj Gaikwad,PBKS,2018,"MA Chidambaram, Chennai",Slow/Low,Lost,Finisher/Tail,Finisher,30,18,166.67,1,1,6,10,33.33,13,11,6,147.8,153.06,161.22,0.413,0.69,Good,0.2778
504,Heinrich Klaasen,SRH,2023,"Arun Jaitley, Delhi",Flat/Batting,Won,Finisher/Tail,Aggressive,17,11,154.55,5,1,3,26,152.94,5,5,7,121.35,149.66,180.13,0.647,0.682,Average,0.9835
505,Ruturaj Gaikwad,LSG,2020,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Won,Top Order (3),Anchor,30,29,103.45,3,0,11,12,40.0,12,9,9,107.86,127.13,103.06,0.453,0.49,Good,0.107
506,Devdutt Padikkal,SRH,2022,"Rajiv Gandhi Intl, Hyderabad",Seaming,Won,Middle Order (4-5),Finisher,18,11,163.64,3,1,2,18,100.0,4,6,8,134.29,166.56,157.17,0.627,0.673,Average,0.7438
507,Yashasvi Jaiswal,LSG,2022,"Arun Jaitley, Delhi",Flat/Batting,Won,Lower Middle (6-7),Finisher,1,1,100.0,1,3,0,22,2200.0,0,0,1,106.48,164.21,185.76,0.58,0.474,Below Average,7.0
508,Ruturaj Gaikwad,CSK,2018,"M. Chinnaswamy, Bangalore",Slow/Low,Won,Middle Order (4-5),Anchor,41,36,113.89,3,0,11,12,29.27,13,14,14,107.31,121.71,139.24,0.383,0.566,Good,0.0949
509,Yashasvi Jaiswal,RCB,2021,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Middle Order (4-5),All-Round,27,24,112.5,4,1,7,22,81.48,8,9,10,148.03,121.56,157.34,0.628,0.576,Average,0.2812
510,Chris Gayle,PBKS,2023,"Arun Jaitley, Delhi",Slow/Low,Lost,Middle Order (4-5),Power Hitter,35,15,233.33,0,3,3,18,51.43,9,11,15,141.17,197.27,214.65,0.554,0.99,Good,0.9333
511,Devdutt Padikkal,RR,2024,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Middle Order (4-5),Finisher,38,31,122.58,0,0,7,0,0.0,10,18,10,141.93,156.54,181.24,0.296,0.52,Good,0.0
512,Sanju Samson,RCB,2019,"Eden Gardens, Kolkata",Flat/Batting,Lost,Top Order (3),Anchor,37,29,127.59,3,0,11,12,32.43,11,12,14,116.02,121.37,120.97,0.551,0.591,Good,0.132
513,AB de Villiers,SRH,2021,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Middle Order (4-5),Anchor,9,6,150.0,2,1,2,14,155.56,3,3,3,100.15,109.36,150.89,0.481,0.576,Below Average,1.0
514,AB de Villiers,RCB,2022,"Arun Jaitley, Delhi",Seaming,Lost,Finisher/Tail,Aggressive,0,1,0.0,1,2,0,16,1600.0,0,0,0,141.34,169.84,203.28,0.546,0.12,Below Average,0.0
515,Manish Pandey,RR,2023,"Sawai Mansingh, Jaipur",Flat/Batting,Won,Opener,Finisher,12,10,120.0,1,1,3,10,83.33,3,3,6,134.32,149.66,165.99,0.54,0.478,Below Average,0.36
516,Andre Russell,CSK,2022,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Won,Opener,Finisher,36,22,163.64,1,1,5,10,27.78,10,12,14,150.83,151.67,151.25,0.868,0.705,Good,0.2231
517,David Warner,LSG,2021,"Arun Jaitley, Delhi",High-Scoring,Won,Top Order (3),All-Round,34,30,113.33,2,1,13,14,41.18,13,14,7,107.58,128.57,153.15,0.363,0.566,Good,0.1511
518,Kieron Pollard,MI,2020,"MA Chidambaram, Chennai",Slow/Low,Won,Middle Order (4-5),Finisher,19,12,158.33,2,3,2,26,136.84,6,6,7,143.9,158.74,171.72,0.572,0.741,Average,1.0555
519,Rishabh Pant,PBKS,2024,"Brabourne Stadium, Mumbai",High-Scoring,Won,Top Order (3),All-Round,51,35,145.71,2,1,11,14,27.45,17,15,19,148.75,130.77,180.68,0.903,0.731,Elite,0.1665
520,Anrich Nortje,PBKS,2021,"MA Chidambaram, Chennai",Slow/Low,Won,Opener,Aggressive,43,26,165.38,3,0,8,12,27.91,20,18,5,133.33,154.23,175.78,0.734,0.728,Good,0.1908
521,Nicholas Pooran,DC,2018,"MA Chidambaram, Chennai",High-Scoring,Lost,Lower Middle (6-7),Power Hitter,19,8,237.5,3,1,1,18,94.74,6,7,6,145.02,182.55,208.46,0.58,0.898,Average,1.4844
522,Liam Livingstone,RR,2021,"M. Chinnaswamy, Bangalore",Slow/Low,Won,Middle Order (4-5),Aggressive,10,6,166.67,4,1,0,22,220.0,2,3,5,140.59,157.87,186.71,0.681,0.67,Below Average,1.6667
523,Kieron Pollard,GT,2021,"MA Chidambaram, Chennai",Slow/Low,Won,Finisher/Tail,All-Round,38,26,146.15,4,0,9,16,42.11,11,14,13,133.6,149.66,145.47,0.686,0.67,Good,0.2248
524,Hardik Pandya,SRH,2020,"M. Chinnaswamy, Bangalore",Flat/Batting,Lost,Top Order (3),All-Round,21,17,123.53,2,2,5,20,95.24,5,6,10,143.58,126.76,185.01,0.588,0.595,Average,0.436
525,Ruturaj Gaikwad,LSG,2024,"Eden Gardens, Kolkata",High-Scoring,Won,Top Order (3),Anchor,26,16,162.5,1,0,4,4,15.38,9,10,7,122.29,138.36,134.05,0.484,0.611,Average,0.1016
526,Kieron Pollard,CSK,2020,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Finisher/Tail,Power Hitter,1,1,100.0,3,2,0,24,2400.0,0,0,1,152.21,181.58,196.53,0.289,0.464,Below Average,7.0
527,Jos Buttler,KKR,2019,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Won,Finisher/Tail,Anchor,28,20,490.0,2,1,6,14,50.0,12,9,7,107.61,120.47,151.8,0.746,0.622,Average,0.98
528,Andre Russell,DC,2024,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Top Order (3),Finisher,30,18,166.67,0,2,4,12,40.0,7,10,13,124.8,125.64,164.89,0.585,0.72,Good,0.3704
529,Hardik Pandya,KKR,2019,"M. Chinnaswamy, Bangalore",Flat/Batting,Lost,Top Order (3),Finisher,5,3,166.67,4,3,1,34,680.0,1,2,2,145.37,145.33,123.47,0.764,0.75,Below Average,5.5557
530,KL Rahul,KKR,2024,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Opener,Aggressive,62,42,147.62,3,1,13,18,29.03,19,25,18,150.14,149.66,186.27,0.633,0.801,Elite,0.1757
531,Jos Buttler,CSK,2022,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Top Order (3),Power Hitter,22,12,183.33,2,4,3,32,145.45,7,7,8,158.11,185.48,198.55,0.669,0.878,Average,1.5278
532,Andre Russell,RCB,2019,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Finisher/Tail,Power Hitter,49,25,196.0,2,2,1,20,40.82,10,17,22,160.66,149.66,191.39,0.23,0.924,Good,0.4704
533,Marcus Stoinis,RCB,2023,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Opener,Power Hitter,11,6,183.33,5,3,1,38,345.45,4,3,4,169.09,160.89,215.1,0.577,0.844,Below Average,3.3611
534,Andre Russell,PBKS,2022,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Top Order (3),All-Round,34,27,125.93,3,3,7,30,88.24,14,10,10,136.0,129.61,102.04,0.795,0.724,Good,0.4198
535,Kieron Pollard,DC,2018,"Arun Jaitley, Delhi",Slow/Low,Won,Opener,Power Hitter,35,26,134.62,2,5,9,38,108.57,14,10,11,168.88,170.04,220.36,0.392,0.834,Good,0.6213
536,Devdutt Padikkal,LSG,2024,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Middle Order (4-5),All-Round,18,11,163.64,2,3,3,26,144.44,4,7,7,124.31,115.82,148.95,0.291,0.753,Average,1.1901
537,Tristan Stubbs,CSK,2022,"Eden Gardens, Kolkata",Flat/Batting,Won,Lower Middle (6-7),All-Round,39,25,156.0,0,3,12,18,46.15,14,15,10,124.89,118.22,159.1,0.582,0.774,Good,0.3744
538,Rishabh Pant,CSK,2020,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Top Order (3),Finisher,38,23,165.22,1,1,6,10,26.32,13,12,13,131.04,132.59,203.35,0.46,0.718,Good,0.2155
539,Anrich Nortje,GT,2020,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Lower Middle (6-7),Finisher,6,3,200.0,2,0,0,8,133.33,2,2,2,123.79,149.0,163.35,0.531,0.664,Below Average,1.3333
540,Tristan Stubbs,RR,2018,"Eden Gardens, Kolkata",Flat/Batting,Won,Top Order (3),Anchor,35,29,120.69,2,0,9,8,22.86,10,13,12,122.61,124.48,122.53,0.892,0.542,Good,0.0832
541,Liam Livingstone,GT,2024,"Eden Gardens, Kolkata",High-Scoring,Lost,Opener,Power Hitter,26,17,152.94,3,3,4,30,115.38,11,12,3,148.41,178.76,192.56,0.65,0.773,Average,0.8097
542,Chris Gayle,LSG,2024,"Wankhede Stadium, Mumbai",Slow/Low,Won,Opener,Power Hitter,0,1,0.0,5,2,0,32,3200.0,0,0,0,148.08,153.78,153.63,0.508,0.2,Below Average,0.0
543,Prithvi Shaw,DC,2021,"M. Chinnaswamy, Bangalore",Seaming,Lost,Lower Middle (6-7),Anchor,29,24,120.83,2,0,10,8,27.59,8,9,12,105.14,128.69,166.24,0.437,0.518,Average,0.1007
544,Manish Pandey,RR,2024,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Finisher/Tail,All-Round,31,21,147.62,1,1,4,10,32.26,11,11,9,118.44,141.03,158.34,0.374,0.637,Good,0.2109
545,Marcus Stoinis,SRH,2022,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Opener,Aggressive,34,26,130.77,5,0,6,20,58.82,9,16,9,128.37,149.66,201.06,0.555,0.628,Good,0.2515
546,Jos Buttler,PBKS,2021,"Arun Jaitley, Delhi",Flat/Batting,Won,Middle Order (4-5),Finisher,28,20,140.0,0,2,5,12,42.86,9,13,6,142.58,130.65,216.02,0.52,0.632,Average,0.28
547,Liam Livingstone,CSK,2018,"Punjab Cricket Assoc, Mohali",Seaming,Won,Top Order (3),Finisher,30,21,142.86,2,0,7,8,26.67,14,12,4,134.16,136.51,164.56,0.632,0.589,Good,0.1361
548,Tilak Varma,GT,2021,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Middle Order (4-5),Aggressive,72,45,160.0,4,2,19,28,38.89,25,25,22,119.62,122.4,189.95,0.575,0.948,Elite,0.2844
549,Tim David,SRH,2020,"Arun Jaitley, Delhi",Slow/Low,Won,Finisher/Tail,Anchor,24,20,120.0,5,0,8,20,83.33,11,11,2,98.26,124.43,133.24,0.476,0.556,Average,0.3
550,Marcus Stoinis,DC,2022,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Middle Order (4-5),Aggressive,67,35,191.43,3,0,8,12,17.91,23,27,17,160.55,181.63,188.38,0.398,0.902,Elite,0.1641
551,Rinku Singh,RR,2020,"Eden Gardens, Kolkata",Seaming,Lost,Top Order (3),All-Round,0,1,0.0,2,1,0,14,1400.0,0,0,0,120.22,121.28,182.64,0.443,0.09,Below Average,0.0
552,Priyam Garg,LSG,2023,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Opener,Anchor,7,5,140.0,2,0,2,8,114.29,1,2,4,91.45,132.31,141.69,0.474,0.488,Below Average,0.56
553,Yashasvi Jaiswal,GT,2023,"Wankhede Stadium, Mumbai",High-Scoring,Won,Finisher/Tail,All-Round,3,1,300.0,1,1,0,10,333.33,0,1,2,106.25,148.81,147.8,1.0,0.982,Below Average,9.0
554,MS Dhoni,PBKS,2023,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Lost,Opener,Finisher,10,7,142.86,1,2,1,16,160.0,2,4,4,118.78,128.03,133.78,0.457,0.589,Below Average,1.0204
